category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Electronics,Hanoi,CUST0733,2024-11-01,ORD003125,92.62,Product_50,1,cancelled,92.62,2024,11,1
Electronics,Hanoi,CUST0072,2024-03-12,ORD003126,31.68,Product_83,5,completed,158.4,2024,3,12
Toys,Cantho,CUST0122,2024-05-03,ORD003127,677.42,Product_82,7,completed,4741.94,2024,5,3
Books,Hanoi,CUST0436,2024-01-17,ORD003128,809.71,Product_40,2,cancelled,1619.42,2024,1,17
Books,Hanoi,CUST0238,2024-08-09,ORD003129,599.19,Product_53,4,completed,2396.76,2024,8,9
Food,Haiphong,CUST0642,2024-03-04,ORD003130,48.25,Product_99,5,cancelled,241.25,2024,3,4
Food,Danang,CUST0617,2024-10-25,ORD003131,641.39,Product_37,2,cancelled,1282.78,2024,10,25
Toys,Hanoi,CUST0107,2024-10-31,ORD003132,847.23,Product_34,4,completed,3388.92,2024,10,31
Clothing,Hanoi,CUST0494,2024-12-19,ORD003133,185.74,Product_68,5,pending,928.7,2024,12,19
Toys,Danang,CUST0052,2024-02-26,ORD003134,638.61,Product_68,1,completed,638.61,2024,2,26
Food,Hanoi,CUST0394,2024-11-16,ORD003135,854.63,Product_91,2,pending,1709.26,2024,11,16
Food,Danang,CUST0226,2024-01-08,ORD003136,314.1,Product_70,8,completed,2512.8,2024,1,8
Books,Haiphong,CUST0649,2024-10-01,ORD003137,830.54,Product_98,7,completed,5813.78,2024,10,1
Clothing,Danang,CUST0914,2024-06-29,ORD003138,550.54,Product_2,4,completed,2202.16,2024,6,29
Food,Danang,CUST0043,2024-10-01,ORD003139,724.84,Product_60,8,cancelled,5798.72,2024,10,1
Toys,Haiphong,CUST0128,2024-06-26,ORD003140,282.1,Product_67,7,completed,1974.7000000000003,2024,6,26
Electronics,Haiphong,CUST0091,2024-11-25,ORD003141,479.63,Product_3,10,completed,4796.3,2024,11,25
Clothing,Haiphong,CUST0030,2024-09-30,ORD003142,499.94,Product_92,9,pending,4499.46,2024,9,30
Clothing,Haiphong,CUST0361,2024-03-15,ORD003143,806.55,Product_35,7,completed,5645.849999999999,2024,3,15
Electronics,HCM,CUST0961,2024-11-15,ORD003144,190.91,Product_30,3,completed,572.73,2024,11,15
Clothing,Cantho,CUST0540,2024-01-17,ORD003145,32.85,Product_98,6,cancelled,197.10000000000002,2024,1,17
Electronics,Danang,CUST0292,2024-11-27,ORD003146,73.72,Product_36,9,completed,663.48,2024,11,27
Toys,Danang,CUST0672,2024-05-11,ORD003147,840.76,Product_70,6,pending,5044.5599999999995,2024,5,11
Clothing,HCM,CUST0508,2024-11-23,ORD003148,803.09,Product_29,4,pending,3212.36,2024,11,23
Toys,HCM,CUST0575,2024-04-07,ORD003149,403.52,Product_74,2,cancelled,807.04,2024,4,7
Books,Cantho,CUST0399,2024-06-06,ORD003150,814.04,Product_18,1,completed,814.04,2024,6,6
Clothing,Haiphong,CUST0798,2024-03-08,ORD003151,863.77,Product_68,5,completed,4318.85,2024,3,8
Food,Danang,CUST0561,2024-06-01,ORD003152,651.66,Product_23,3,cancelled,1954.98,2024,6,1
Toys,HCM,CUST0176,2024-11-23,ORD003153,522.61,Product_72,7,cancelled,3658.27,2024,11,23
Electronics,Hanoi,CUST0415,2024-03-15,ORD003154,366.02,Product_23,10,completed,3660.2,2024,3,15
Food,HCM,CUST0843,2024-11-29,ORD003155,458.39,Product_19,10,pending,4583.9,2024,11,29
Electronics,Haiphong,CUST0611,2024-07-19,ORD003156,628.15,Product_30,8,completed,5025.2,2024,7,19
Food,HCM,CUST0998,2024-03-28,ORD003157,508.87,Product_74,9,pending,4579.83,2024,3,28
Books,Hanoi,CUST0061,2024-06-05,ORD003158,758.09,Product_60,3,cancelled,2274.27,2024,6,5
Books,Cantho,CUST0166,2024-11-06,ORD003159,137.37,Product_18,7,completed,961.59,2024,11,6
Books,Hanoi,CUST0163,2024-10-12,ORD003160,471.67,Product_67,7,cancelled,3301.69,2024,10,12
Clothing,Danang,CUST0130,2024-06-17,ORD003161,375.17,Product_64,2,cancelled,750.34,2024,6,17
Books,HCM,CUST0816,2024-04-06,ORD003162,297.14,Product_36,10,completed,2971.3999999999996,2024,4,6
Clothing,Cantho,CUST0864,2024-11-19,ORD003163,272.21,Product_58,6,completed,1633.2599999999998,2024,11,19
Toys,Cantho,CUST0718,2024-03-31,ORD003164,368.56,Product_20,9,cancelled,3317.04,2024,3,31
Clothing,Cantho,CUST0388,2024-09-01,ORD003165,380.13,Product_61,9,pending,3421.17,2024,9,1
Toys,Haiphong,CUST0082,2024-10-19,ORD003166,113.16,Product_10,3,completed,339.48,2024,10,19
Books,Danang,CUST0996,2024-08-21,ORD003167,342.67,Product_100,4,pending,1370.68,2024,8,21
Toys,Haiphong,CUST0268,2024-05-07,ORD003168,36.6,Product_35,5,completed,183.0,2024,5,7
Books,Hanoi,CUST0794,2024-05-03,ORD003169,372.0,Product_35,7,cancelled,2604.0,2024,5,3
Electronics,Hanoi,CUST0680,2024-07-09,ORD003170,139.45,Product_14,5,completed,697.25,2024,7,9
Clothing,Hanoi,CUST0831,2024-08-09,ORD003171,272.08,Product_89,6,cancelled,1632.48,2024,8,9
Books,Danang,CUST0330,2024-05-02,ORD003172,124.14,Product_92,7,cancelled,868.98,2024,5,2
Electronics,Cantho,CUST0809,2024-02-09,ORD003173,372.71,Product_26,8,cancelled,2981.68,2024,2,9
Toys,Haiphong,CUST0175,2024-07-04,ORD003174,519.23,Product_72,8,completed,4153.84,2024,7,4
Food,HCM,CUST0965,2024-09-02,ORD003175,180.1,Product_59,9,cancelled,1620.8999999999999,2024,9,2
Toys,Cantho,CUST0095,2024-03-22,ORD003176,952.37,Product_90,7,completed,6666.59,2024,3,22
Clothing,Hanoi,CUST0540,2024-04-03,ORD003177,513.97,Product_35,6,cancelled,3083.82,2024,4,3
Food,Danang,CUST0786,2024-09-18,ORD003178,808.86,Product_22,10,pending,8088.6,2024,9,18
Electronics,Hanoi,CUST0371,2024-07-28,ORD003179,593.92,Product_30,4,completed,2375.68,2024,7,28
Electronics,Cantho,CUST0149,2024-04-06,ORD003180,812.98,Product_3,1,pending,812.98,2024,4,6
Books,Danang,CUST0441,2024-06-04,ORD003181,428.09,Product_81,6,pending,2568.54,2024,6,4
Electronics,Hanoi,CUST0812,2024-10-06,ORD003182,573.78,Product_5,6,completed,3442.68,2024,10,6
Electronics,Hanoi,CUST0531,2024-03-09,ORD003183,382.52,Product_11,7,cancelled,2677.64,2024,3,9
Clothing,Haiphong,CUST0602,2024-05-04,ORD003184,339.71,Product_16,7,pending,2377.97,2024,5,4
Books,HCM,CUST0820,2024-04-18,ORD003185,270.84,Product_8,1,completed,270.84,2024,4,18
Toys,Danang,CUST0020,2024-01-01,ORD003186,45.71,Product_82,2,completed,91.42,2024,1,1
Electronics,Hanoi,CUST0576,2024-04-10,ORD003187,18.99,Product_5,1,pending,18.99,2024,4,10
Electronics,Hanoi,CUST0115,2024-08-25,ORD003188,107.47,Product_55,7,cancelled,752.29,2024,8,25
Clothing,HCM,CUST0522,2024-02-04,ORD003189,918.35,Product_62,8,pending,7346.8,2024,2,4
Toys,Cantho,CUST0303,2024-02-05,ORD003190,300.49,Product_17,6,cancelled,1802.94,2024,2,5
Electronics,Cantho,CUST0399,2024-11-08,ORD003191,373.57,Product_98,4,cancelled,1494.28,2024,11,8
Books,Haiphong,CUST0923,2024-08-23,ORD003192,652.55,Product_17,5,pending,3262.75,2024,8,23
