category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Electronics,Danang,CUST0883,2024-10-14,ORD003750,60.8,Product_81,6,pending,364.79999999999995,2024,10,14
Clothing,HCM,CUST0678,2024-01-21,ORD003751,391.25,Product_10,4,cancelled,1565.0,2024,1,21
Food,Cantho,CUST0437,2024-01-04,ORD003752,241.22,Product_90,2,completed,482.44,2024,1,4
Books,HCM,CUST0908,2024-08-19,ORD003753,812.73,Product_72,10,completed,8127.3,2024,8,19
Electronics,HCM,CUST0098,2024-07-19,ORD003754,556.83,Product_7,5,pending,2784.15,2024,7,19
Books,Haiphong,CUST0229,2024-03-08,ORD003755,709.56,Product_40,10,pending,7095.599999999999,2024,3,8
Books,Cantho,CUST0417,2024-12-06,ORD003756,59.25,Product_47,10,completed,592.5,2024,12,6
Food,HCM,CUST0179,2024-09-28,ORD003757,928.16,Product_64,8,completed,7425.28,2024,9,28
Electronics,Danang,CUST0880,2024-08-12,ORD003758,940.19,Product_88,4,pending,3760.76,2024,8,12
Books,Haiphong,CUST0192,2024-10-17,ORD003759,526.65,Product_16,10,cancelled,5266.5,2024,10,17
Food,HCM,CUST0050,2024-11-06,ORD003760,567.4,Product_44,7,pending,3971.7999999999997,2024,11,6
Books,HCM,CUST0757,2024-11-22,ORD003761,829.02,Product_19,8,pending,6632.16,2024,11,22
Clothing,Cantho,CUST0031,2024-11-08,ORD003762,370.59,Product_84,8,pending,2964.72,2024,11,8
Clothing,Hanoi,CUST0712,2024-02-02,ORD003763,655.7,Product_32,5,completed,3278.5,2024,2,2
Food,HCM,CUST0710,2024-11-02,ORD003764,200.24,Product_23,1,completed,200.24,2024,11,2
Toys,Haiphong,CUST0126,2024-03-13,ORD003765,858.65,Product_7,3,cancelled,2575.95,2024,3,13
Toys,Haiphong,CUST0316,2024-02-05,ORD003766,250.55,Product_90,5,pending,1252.75,2024,2,5
Toys,HCM,CUST0353,2024-04-24,ORD003767,150.18,Product_46,6,cancelled,901.08,2024,4,24
Food,Danang,CUST0048,2024-08-12,ORD003768,465.41,Product_17,2,pending,930.82,2024,8,12
Toys,Haiphong,CUST0207,2024-03-25,ORD003769,319.56,Product_20,1,pending,319.56,2024,3,25
Books,Hanoi,CUST0236,2024-06-17,ORD003770,953.94,Product_15,4,completed,3815.76,2024,6,17
Food,Danang,CUST0832,2024-10-07,ORD003771,887.83,Product_48,8,cancelled,7102.64,2024,10,7
