category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Food,HCM,CUST0975,2024-12-15,ORD000625,286.8,Product_6,9,cancelled,2581.2000000000003,2024,12,15
Toys,Haiphong,CUST0602,2024-08-11,ORD000626,650.45,Product_81,3,completed,1951.3500000000001,2024,8,11
Electronics,Danang,CUST0496,2024-07-29,ORD000627,757.19,Product_45,3,completed,2271.57,2024,7,29
Books,Danang,CUST0420,2024-03-08,ORD000628,818.37,Product_23,5,pending,4091.85,2024,3,8
Toys,HCM,CUST0339,2024-04-17,ORD000629,195.27,Product_31,1,cancelled,195.27,2024,4,17
Food,Cantho,CUST0240,2024-03-07,ORD000630,345.46,Product_5,4,completed,1381.84,2024,3,7
Toys,Hanoi,CUST0815,2024-03-18,ORD000631,271.75,Product_24,10,pending,2717.5,2024,3,18
Clothing,Haiphong,CUST0504,2024-02-22,ORD000632,178.96,Product_22,10,pending,1789.6000000000001,2024,2,22
Clothing,HCM,CUST0365,2024-12-21,ORD000633,172.09,Product_36,9,completed,1548.81,2024,12,21
Books,Cantho,CUST0826,2024-07-09,ORD000634,622.03,Product_67,7,pending,4354.21,2024,7,9
Books,HCM,CUST0495,2024-11-02,ORD000635,84.27,Product_40,3,pending,252.81,2024,11,2
Books,Haiphong,CUST0246,2024-03-30,ORD000636,887.74,Product_10,9,pending,7989.66,2024,3,30
Toys,Danang,CUST0436,2024-06-05,ORD000637,97.22,Product_64,5,pending,486.1,2024,6,5
Clothing,Danang,CUST0135,2024-06-04,ORD000638,671.63,Product_74,6,completed,4029.7799999999997,2024,6,4
Toys,Cantho,CUST0370,2024-09-05,ORD000639,561.47,Product_2,1,pending,561.47,2024,9,5
Food,Danang,CUST0617,2024-10-16,ORD000640,381.86,Product_10,2,cancelled,763.72,2024,10,16
Toys,Hanoi,CUST0399,2024-03-03,ORD000641,72.19,Product_2,8,completed,577.52,2024,3,3
Food,Cantho,CUST0115,2024-05-13,ORD000642,28.44,Product_63,7,pending,199.08,2024,5,13
Food,Haiphong,CUST0666,2024-12-10,ORD000643,714.28,Product_16,1,completed,714.28,2024,12,10
Food,Cantho,CUST0421,2024-04-01,ORD000644,326.82,Product_68,2,completed,653.64,2024,4,1
Books,Hanoi,CUST0656,2024-07-11,ORD000645,120.92,Product_97,9,pending,1088.28,2024,7,11
Books,Danang,CUST0368,2024-11-30,ORD000646,853.29,Product_3,6,completed,5119.74,2024,11,30
Clothing,Haiphong,CUST0560,2024-03-23,ORD000647,35.65,Product_22,6,pending,213.89999999999998,2024,3,23
Electronics,Danang,CUST0483,2024-10-12,ORD000648,714.93,Product_71,6,pending,4289.58,2024,10,12
Toys,Cantho,CUST0544,2024-11-08,ORD000649,241.15,Product_91,2,pending,482.3,2024,11,8
Food,Danang,CUST0036,2024-10-02,ORD000650,507.94,Product_64,9,pending,4571.46,2024,10,2
Toys,Hanoi,CUST0621,2024-11-04,ORD000651,225.0,Product_88,5,pending,1125.0,2024,11,4
Books,Hanoi,CUST0757,2024-06-19,ORD000652,501.26,Product_17,5,cancelled,2506.3,2024,6,19
Food,Haiphong,CUST0843,2024-07-18,ORD000653,589.57,Product_17,10,completed,5895.700000000001,2024,7,18
Clothing,Hanoi,CUST0156,2024-05-26,ORD000654,256.09,Product_79,3,pending,768.27,2024,5,26
Electronics,Danang,CUST0756,2024-04-01,ORD000655,667.08,Product_100,8,cancelled,5336.64,2024,4,1
Food,HCM,CUST0470,2024-08-13,ORD000656,216.83,Product_5,5,cancelled,1084.15,2024,8,13
Food,Cantho,CUST0165,2024-03-03,ORD000657,434.26,Product_34,8,completed,3474.08,2024,3,3
Books,Danang,CUST0702,2024-08-04,ORD000658,972.28,Product_65,2,cancelled,1944.56,2024,8,4
Books,Danang,CUST0338,2024-04-06,ORD000659,526.36,Product_100,10,pending,5263.6,2024,4,6
Food,Haiphong,CUST0677,2024-09-03,ORD000660,530.8,Product_25,7,completed,3715.5999999999995,2024,9,3
Electronics,Hanoi,CUST0549,2024-10-23,ORD000661,286.35,Product_29,8,completed,2290.8,2024,10,23
Clothing,Cantho,CUST0708,2024-06-04,ORD000662,707.44,Product_83,9,cancelled,6366.960000000001,2024,6,4
Clothing,Haiphong,CUST0146,2024-10-31,ORD000663,764.18,Product_67,3,cancelled,2292.54,2024,10,31
Toys,Cantho,CUST0976,2024-10-15,ORD000664,40.18,Product_17,9,pending,361.62,2024,10,15
Clothing,Cantho,CUST0794,2024-02-03,ORD000665,238.73,Product_13,8,completed,1909.84,2024,2,3
Books,HCM,CUST0136,2024-08-07,ORD000666,705.84,Product_53,2,cancelled,1411.68,2024,8,7
Electronics,Hanoi,CUST0222,2024-08-20,ORD000667,628.47,Product_86,4,completed,2513.88,2024,8,20
Books,Haiphong,CUST0276,2024-04-30,ORD000668,248.51,Product_13,10,pending,2485.1,2024,4,30
Toys,Haiphong,CUST0433,2024-07-25,ORD000669,151.59,Product_47,1,cancelled,151.59,2024,7,25
Electronics,Hanoi,CUST0052,2024-12-10,ORD000670,443.72,Product_48,9,completed,3993.4800000000005,2024,12,10
Electronics,Cantho,CUST0161,2024-08-31,ORD000671,445.03,Product_63,9,completed,4005.2699999999995,2024,8,31
Electronics,Haiphong,CUST0426,2024-02-05,ORD000672,191.94,Product_42,7,pending,1343.58,2024,2,5
Electronics,HCM,CUST0132,2024-05-05,ORD000673,534.11,Product_14,9,cancelled,4806.99,2024,5,5
Clothing,Haiphong,CUST0386,2024-06-30,ORD000674,962.78,Product_91,10,pending,9627.8,2024,6,30
Food,Hanoi,CUST0228,2024-08-02,ORD000675,86.85,Product_80,3,pending,260.54999999999995,2024,8,2
Toys,HCM,CUST0217,2024-03-30,ORD000676,342.54,Product_30,4,cancelled,1370.16,2024,3,30
Clothing,Hanoi,CUST0792,2024-10-14,ORD000677,498.33,Product_91,3,pending,1494.99,2024,10,14
Clothing,HCM,CUST0352,2024-01-17,ORD000678,119.37,Product_7,9,completed,1074.33,2024,1,17
Electronics,Hanoi,CUST0736,2024-09-26,ORD000679,991.47,Product_44,4,pending,3965.88,2024,9,26
Food,HCM,CUST0685,2024-01-07,ORD000680,769.38,Product_70,3,completed,2308.14,2024,1,7
Books,HCM,CUST0563,2024-02-21,ORD000681,402.53,Product_67,3,cancelled,1207.59,2024,2,21
Food,Haiphong,CUST0511,2024-04-10,ORD000682,893.53,Product_79,2,completed,1787.06,2024,4,10
Books,Danang,CUST0796,2024-02-17,ORD000683,418.07,Product_34,6,cancelled,2508.42,2024,2,17
Electronics,HCM,CUST0937,2024-08-18,ORD000684,425.25,Product_41,1,completed,425.25,2024,8,18
Clothing,Hanoi,CUST0857,2024-05-27,ORD000685,537.37,Product_99,3,completed,1612.1100000000001,2024,5,27
Clothing,Cantho,CUST0746,2024-11-03,ORD000686,297.67,Product_91,3,pending,893.01,2024,11,3
Electronics,HCM,CUST0232,2024-05-01,ORD000687,343.89,Product_34,9,completed,3095.0099999999998,2024,5,1
Food,HCM,CUST0961,2024-07-26,ORD000688,983.48,Product_94,6,pending,5900.88,2024,7,26
Toys,Hanoi,CUST0360,2024-07-05,ORD000689,509.28,Product_63,6,completed,3055.68,2024,7,5
Toys,Hanoi,CUST0949,2024-12-26,ORD000690,103.15,Product_70,3,completed,309.45000000000005,2024,12,26
Toys,HCM,CUST0997,2024-11-14,ORD000691,510.46,Product_98,3,pending,1531.3799999999999,2024,11,14
Electronics,Haiphong,CUST0585,2024-11-02,ORD000692,622.27,Product_34,1,pending,622.27,2024,11,2
Food,Cantho,CUST0793,2024-03-19,ORD000693,646.63,Product_65,9,cancelled,5819.67,2024,3,19
Clothing,HCM,CUST0074,2024-01-08,ORD000694,661.37,Product_39,10,completed,6613.7,2024,1,8
Electronics,Hanoi,CUST0146,2024-12-31,ORD000695,117.59,Product_67,8,completed,940.72,2024,12,31
Clothing,Haiphong,CUST0202,2024-10-14,ORD000696,736.93,Product_8,7,cancelled,5158.509999999999,2024,10,14
Clothing,Danang,CUST0559,2024-04-11,ORD000697,975.19,Product_25,9,completed,8776.710000000001,2024,4,11
Books,Hanoi,CUST0641,2024-05-26,ORD000698,969.48,Product_80,4,completed,3877.92,2024,5,26
Toys,Hanoi,CUST0684,2024-03-08,ORD000699,21.38,Product_98,9,completed,192.42,2024,3,8
Food,Cantho,CUST0307,2024-06-09,ORD000700,819.74,Product_21,4,completed,3278.96,2024,6,9
Books,Hanoi,CUST0788,2024-04-27,ORD000701,312.63,Product_89,2,completed,625.26,2024,4,27
Food,Cantho,CUST0606,2024-01-13,ORD000702,385.43,Product_66,10,pending,3854.3,2024,1,13
Toys,Haiphong,CUST0348,2024-04-18,ORD000703,388.76,Product_26,7,completed,2721.3199999999997,2024,4,18
Food,Cantho,CUST0775,2024-04-21,ORD000704,29.97,Product_25,3,pending,89.91,2024,4,21
Clothing,Hanoi,CUST0647,2024-05-30,ORD000705,581.69,Product_29,7,completed,4071.8300000000004,2024,5,30
Toys,Haiphong,CUST0849,2024-02-06,ORD000706,339.14,Product_52,7,completed,2373.98,2024,2,6
Books,Danang,CUST0288,2024-04-13,ORD000707,352.6,Product_28,10,pending,3526.0,2024,4,13
Food,HCM,CUST0781,2024-06-01,ORD000708,535.08,Product_57,10,pending,5350.8,2024,6,1
Food,Haiphong,CUST0546,2024-08-24,ORD000709,523.86,Product_83,8,cancelled,4190.88,2024,8,24
Books,Danang,CUST0778,2024-08-18,ORD000710,232.5,Product_28,2,completed,465.0,2024,8,18
Books,Danang,CUST0185,2024-12-09,ORD000711,922.4,Product_87,8,pending,7379.2,2024,12,9
Toys,Hanoi,CUST0947,2024-11-21,ORD000712,226.71,Product_7,1,cancelled,226.71,2024,11,21
Electronics,Cantho,CUST0866,2024-02-20,ORD000713,946.52,Product_63,9,completed,8518.68,2024,2,20
Toys,Hanoi,CUST0800,2024-10-23,ORD000714,543.25,Product_58,8,completed,4346.0,2024,10,23
Books,Danang,CUST0450,2024-01-27,ORD000715,800.95,Product_100,1,completed,800.95,2024,1,27
Books,Haiphong,CUST0852,2024-11-11,ORD000716,532.76,Product_91,8,completed,4262.08,2024,11,11
Books,HCM,CUST0700,2024-01-02,ORD000717,356.14,Product_78,7,completed,2492.98,2024,1,2
Electronics,Hanoi,CUST0727,2024-11-10,ORD000718,958.22,Product_5,4,pending,3832.88,2024,11,10
Clothing,Cantho,CUST0650,2024-06-26,ORD000719,771.98,Product_90,8,completed,6175.84,2024,6,26
Toys,Cantho,CUST0629,2024-05-06,ORD000720,300.41,Product_95,10,pending,3004.1000000000004,2024,5,6
Food,Haiphong,CUST0673,2024-05-11,ORD000721,639.63,Product_19,9,pending,5756.67,2024,5,11
Clothing,Hanoi,CUST0827,2024-05-17,ORD000722,535.49,Product_99,10,pending,5354.9,2024,5,17
Food,Cantho,CUST0138,2024-11-14,ORD000723,82.44,Product_70,2,pending,164.88,2024,11,14
Toys,HCM,CUST0439,2024-11-16,ORD000724,266.5,Product_92,1,cancelled,266.5,2024,11,16
Books,Cantho,CUST0753,2024-02-24,ORD000725,651.54,Product_21,10,cancelled,6515.4,2024,2,24
Toys,HCM,CUST0003,2024-02-14,ORD000726,553.0,Product_90,5,pending,2765.0,2024,2,14
Food,Cantho,CUST0281,2024-10-29,ORD000727,309.87,Product_6,2,completed,619.74,2024,10,29
Food,Danang,CUST0705,2024-03-03,ORD000728,905.36,Product_38,7,cancelled,6337.52,2024,3,3
Clothing,Haiphong,CUST0338,2024-10-21,ORD000729,360.65,Product_72,2,pending,721.3,2024,10,21
Toys,Cantho,CUST0253,2024-02-04,ORD000730,791.84,Product_49,8,completed,6334.72,2024,2,4
Toys,HCM,CUST0587,2024-04-21,ORD000731,487.65,Product_28,2,pending,975.3,2024,4,21
Toys,Cantho,CUST0760,2024-10-10,ORD000732,845.61,Product_58,3,completed,2536.83,2024,10,10
Toys,HCM,CUST0021,2024-02-18,ORD000733,57.02,Product_10,4,completed,228.08,2024,2,18
Electronics,HCM,CUST0872,2024-02-10,ORD000734,454.08,Product_32,1,completed,454.08,2024,2,10
Electronics,Cantho,CUST0410,2024-06-19,ORD000735,307.55,Product_84,3,pending,922.6500000000001,2024,6,19
Clothing,HCM,CUST0423,2024-02-05,ORD000736,545.53,Product_90,4,cancelled,2182.12,2024,2,5
Food,Hanoi,CUST0509,2024-04-22,ORD000737,238.63,Product_60,9,cancelled,2147.67,2024,4,22
Clothing,Cantho,CUST0102,2024-07-27,ORD000738,903.44,Product_86,8,cancelled,7227.52,2024,7,27
Electronics,HCM,CUST0217,2024-09-04,ORD000739,300.63,Product_9,2,pending,601.26,2024,9,4
Toys,Cantho,CUST0819,2024-07-30,ORD000740,861.86,Product_42,5,completed,4309.3,2024,7,30
Clothing,Haiphong,CUST0268,2024-11-30,ORD000741,274.18,Product_27,8,pending,2193.44,2024,11,30
Electronics,Hanoi,CUST0444,2024-01-15,ORD000742,687.46,Product_85,2,completed,1374.92,2024,1,15
Electronics,HCM,CUST0496,2024-01-21,ORD000743,569.39,Product_37,9,cancelled,5124.51,2024,1,21
Food,Danang,CUST0758,2024-04-12,ORD000744,946.84,Product_15,7,cancelled,6627.88,2024,4,12
Electronics,Haiphong,CUST0208,2024-11-22,ORD000745,665.75,Product_20,3,pending,1997.25,2024,11,22
Clothing,Danang,CUST0649,2024-01-05,ORD000746,944.71,Product_77,8,cancelled,7557.68,2024,1,5
Food,Hanoi,CUST0036,2024-10-18,ORD000747,310.78,Product_96,10,pending,3107.7999999999997,2024,10,18
Books,HCM,CUST0382,2024-03-12,ORD000748,958.87,Product_20,4,cancelled,3835.48,2024,3,12
Electronics,Hanoi,CUST0528,2024-08-10,ORD000749,571.4,Product_21,5,cancelled,2857.0,2024,8,10
Toys,HCM,CUST0824,2024-05-17,ORD000750,433.78,Product_7,9,completed,3904.0199999999995,2024,5,17
Toys,Haiphong,CUST0688,2024-10-21,ORD000751,913.3,Product_15,7,completed,6393.099999999999,2024,10,21
Toys,Cantho,CUST0245,2024-08-02,ORD000752,875.23,Product_99,4,pending,3500.92,2024,8,2
Clothing,Danang,CUST0540,2024-01-11,ORD000753,178.1,Product_81,8,completed,1424.8,2024,1,11
Clothing,Hanoi,CUST0809,2024-07-03,ORD000754,692.68,Product_39,5,completed,3463.3999999999996,2024,7,3
Books,Danang,CUST0595,2024-05-04,ORD000755,701.02,Product_36,6,completed,4206.12,2024,5,4
Books,Danang,CUST0706,2024-03-19,ORD000756,455.05,Product_82,6,pending,2730.3,2024,3,19
Electronics,Cantho,CUST0538,2024-08-24,ORD000757,710.73,Product_42,7,cancelled,4975.110000000001,2024,8,24
Toys,HCM,CUST0151,2024-03-28,ORD000758,716.12,Product_18,5,cancelled,3580.6,2024,3,28
Books,Hanoi,CUST0442,2024-03-21,ORD000759,876.32,Product_91,4,cancelled,3505.28,2024,3,21
Electronics,Cantho,CUST0202,2024-06-22,ORD000760,984.75,Product_59,3,completed,2954.25,2024,6,22
Toys,Cantho,CUST0112,2024-07-14,ORD000761,841.19,Product_58,5,cancelled,4205.950000000001,2024,7,14
Books,HCM,CUST0388,2024-09-15,ORD000762,949.73,Product_37,6,pending,5698.38,2024,9,15
Toys,Danang,CUST0741,2024-08-26,ORD000763,276.79,Product_94,8,completed,2214.32,2024,8,26
Food,Danang,CUST0590,2024-12-14,ORD000764,120.82,Product_93,4,completed,483.28,2024,12,14
Clothing,Cantho,CUST0226,2024-09-27,ORD000765,994.52,Product_38,5,pending,4972.6,2024,9,27
Clothing,Cantho,CUST0939,2024-03-11,ORD000766,189.98,Product_72,9,pending,1709.82,2024,3,11
Food,Danang,CUST0250,2024-11-07,ORD000767,928.1,Product_63,10,completed,9281.0,2024,11,7
Toys,Danang,CUST0997,2024-01-27,ORD000768,793.94,Product_40,3,cancelled,2381.82,2024,1,27
Toys,HCM,CUST0937,2024-02-24,ORD000769,759.06,Product_92,1,cancelled,759.06,2024,2,24
Books,Hanoi,CUST0433,2024-07-24,ORD000770,36.01,Product_32,1,pending,36.01,2024,7,24
Clothing,Haiphong,CUST0804,2024-01-17,ORD000771,214.38,Product_4,8,completed,1715.04,2024,1,17
Books,Cantho,CUST0765,2024-08-09,ORD000772,138.87,Product_74,10,cancelled,1388.7,2024,8,9
Food,Cantho,CUST0482,2024-02-27,ORD000773,106.13,Product_99,7,completed,742.91,2024,2,27
Food,Haiphong,CUST0998,2024-01-23,ORD000774,202.23,Product_38,3,pending,606.6899999999999,2024,1,23
Books,HCM,CUST0884,2024-01-04,ORD000775,79.89,Product_54,8,cancelled,639.12,2024,1,4
Food,Haiphong,CUST0236,2024-02-10,ORD000776,557.81,Product_74,3,pending,1673.4299999999998,2024,2,10
Clothing,Haiphong,CUST0692,2024-04-03,ORD000777,674.73,Product_2,7,completed,4723.110000000001,2024,4,3
Books,Haiphong,CUST0063,2024-08-17,ORD000778,347.32,Product_45,8,cancelled,2778.56,2024,8,17
Clothing,HCM,CUST0128,2024-05-02,ORD000779,551.01,Product_2,8,pending,4408.08,2024,5,2
Books,Cantho,CUST0807,2024-06-28,ORD000780,463.64,Product_59,1,cancelled,463.64,2024,6,28
Clothing,Danang,CUST0453,2024-01-23,ORD000781,702.73,Product_100,4,completed,2810.92,2024,1,23
Toys,Danang,CUST0055,2024-06-30,ORD000782,730.3,Product_45,2,cancelled,1460.6,2024,6,30
Food,Danang,CUST0287,2024-04-03,ORD000783,844.01,Product_4,2,cancelled,1688.02,2024,4,3
Electronics,Cantho,CUST0896,2024-07-10,ORD000784,618.14,Product_23,4,cancelled,2472.56,2024,7,10
Clothing,Cantho,CUST0841,2024-11-23,ORD000785,949.76,Product_99,1,cancelled,949.76,2024,11,23
Clothing,HCM,CUST0117,2024-02-11,ORD000786,74.19,Product_78,6,pending,445.14,2024,2,11
Books,Cantho,CUST0589,2024-08-15,ORD000787,264.08,Product_60,5,pending,1320.3999999999999,2024,8,15
Clothing,Haiphong,CUST0217,2024-03-30,ORD000788,997.12,Product_65,7,pending,6979.84,2024,3,30
Toys,Hanoi,CUST0767,2024-02-28,ORD000789,122.52,Product_51,10,completed,1225.2,2024,2,28
Food,Haiphong,CUST0681,2024-03-29,ORD000790,167.31,Product_43,3,completed,501.93,2024,3,29
Electronics,Danang,CUST0064,2024-05-30,ORD000791,472.65,Product_82,7,pending,3308.5499999999997,2024,5,30
