category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Clothing,Haiphong,CUST0523,2024-11-20,ORD004375,279.8,Product_9,5,pending,1399.0,2024,11,20
Electronics,Haiphong,CUST0914,2024-07-30,ORD004376,297.53,Product_74,3,pending,892.5899999999999,2024,7,30
Clothing,Haiphong,CUST0862,2024-10-05,ORD004377,793.61,Product_28,4,pending,3174.44,2024,10,5
Toys,Cantho,CUST0285,2024-10-22,ORD004378,510.08,Product_86,9,pending,4590.72,2024,10,22
Toys,Danang,CUST0987,2024-12-28,ORD004379,77.15,Product_4,8,completed,617.2,2024,12,28
Toys,HCM,CUST0255,2024-05-11,ORD004380,628.89,Product_50,7,completed,4402.23,2024,5,11
Clothing,Haiphong,CUST0292,2024-03-16,ORD004381,98.0,Product_50,6,pending,588.0,2024,3,16
Electronics,Danang,CUST0718,2024-09-02,ORD004382,643.74,Product_34,4,completed,2574.96,2024,9,2
Clothing,Cantho,CUST0719,2024-07-17,ORD004383,941.98,Product_77,3,completed,2825.94,2024,7,17
Clothing,Cantho,CUST0874,2024-10-27,ORD004384,459.22,Product_46,4,cancelled,1836.88,2024,10,27
Clothing,HCM,CUST0940,2024-06-15,ORD004385,195.64,Product_29,2,pending,391.28,2024,6,15
Food,HCM,CUST0456,2024-02-10,ORD004386,59.75,Product_36,7,completed,418.25,2024,2,10
Clothing,HCM,CUST0544,2024-05-10,ORD004387,536.63,Product_4,4,cancelled,2146.52,2024,5,10
Electronics,HCM,CUST0828,2024-06-25,ORD004388,711.15,Product_43,4,cancelled,2844.6,2024,6,25
Books,Danang,CUST0162,2024-08-01,ORD004389,511.54,Product_23,9,cancelled,4603.860000000001,2024,8,1
Books,Haiphong,CUST0915,2024-09-17,ORD004390,752.05,Product_55,5,pending,3760.25,2024,9,17
Books,Hanoi,CUST0425,2024-09-25,ORD004391,976.72,Product_35,9,completed,8790.48,2024,9,25
Toys,HCM,CUST0524,2024-09-07,ORD004392,850.33,Product_84,8,completed,6802.64,2024,9,7
Electronics,Danang,CUST0756,2024-02-14,ORD004393,82.12,Product_100,8,cancelled,656.96,2024,2,14
Books,Danang,CUST0049,2024-06-02,ORD004394,263.4,Product_14,2,cancelled,526.8,2024,6,2
Electronics,Cantho,CUST0194,2024-08-31,ORD004395,171.03,Product_52,2,cancelled,342.06,2024,8,31
Clothing,Haiphong,CUST0043,2024-01-09,ORD004396,946.06,Product_89,6,cancelled,5676.36,2024,1,9
Electronics,Danang,CUST0605,2024-06-20,ORD004397,958.69,Product_65,1,completed,958.69,2024,6,20
Electronics,Danang,CUST0710,2024-06-13,ORD004398,119.44,Product_28,9,cancelled,1074.96,2024,6,13
Food,Hanoi,CUST0112,2024-11-01,ORD004399,155.18,Product_44,7,completed,1086.26,2024,11,1
Books,HCM,CUST0334,2024-11-18,ORD004400,390.85,Product_42,5,completed,1954.25,2024,11,18
Food,Hanoi,CUST0410,2024-05-20,ORD004401,566.43,Product_54,1,pending,566.43,2024,5,20
Electronics,Cantho,CUST0397,2024-11-09,ORD004402,90.75,Product_27,9,pending,816.75,2024,11,9
Food,HCM,CUST0048,2024-11-09,ORD004403,792.4,Product_44,7,cancelled,5546.8,2024,11,9
Toys,HCM,CUST0956,2024-01-21,ORD004404,456.89,Product_82,10,cancelled,4568.9,2024,1,21
Food,Hanoi,CUST0207,2024-10-17,ORD004405,92.03,Product_75,10,pending,920.3,2024,10,17
Clothing,Cantho,CUST0867,2024-03-16,ORD004406,205.66,Product_86,1,cancelled,205.66,2024,3,16
Toys,Haiphong,CUST0763,2024-12-15,ORD004407,491.06,Product_79,4,pending,1964.24,2024,12,15
Books,Danang,CUST0768,2024-02-14,ORD004408,206.45,Product_93,4,completed,825.8,2024,2,14
Books,Hanoi,CUST0595,2024-05-24,ORD004409,494.41,Product_3,8,cancelled,3955.28,2024,5,24
Electronics,Hanoi,CUST0224,2024-08-01,ORD004410,722.64,Product_30,8,completed,5781.12,2024,8,1
Books,Danang,CUST0854,2024-11-10,ORD004411,322.03,Product_14,5,pending,1610.1499999999999,2024,11,10
Electronics,Hanoi,CUST0095,2024-07-05,ORD004412,720.65,Product_40,1,pending,720.65,2024,7,5
Electronics,Cantho,CUST0921,2024-06-21,ORD004413,352.09,Product_84,9,cancelled,3168.81,2024,6,21
Electronics,Hanoi,CUST0223,2024-03-26,ORD004414,980.45,Product_80,3,cancelled,2941.3500000000004,2024,3,26
Books,Danang,CUST0548,2024-08-23,ORD004415,562.78,Product_43,2,completed,1125.56,2024,8,23
Electronics,Cantho,CUST0011,2024-06-19,ORD004416,613.98,Product_6,4,cancelled,2455.92,2024,6,19
Clothing,Haiphong,CUST0997,2024-09-12,ORD004417,604.88,Product_43,1,completed,604.88,2024,9,12
Toys,Cantho,CUST0907,2024-09-28,ORD004418,974.36,Product_46,9,pending,8769.24,2024,9,28
Food,Haiphong,CUST0896,2024-11-17,ORD004419,571.91,Product_38,1,cancelled,571.91,2024,11,17
Food,Cantho,CUST0734,2024-02-16,ORD004420,963.84,Product_97,4,completed,3855.36,2024,2,16
Toys,Cantho,CUST0991,2024-09-27,ORD004421,624.36,Product_78,9,completed,5619.24,2024,9,27
Food,Danang,CUST0744,2024-07-02,ORD004422,797.82,Product_13,4,completed,3191.28,2024,7,2
Food,Danang,CUST0003,2024-12-20,ORD004423,268.02,Product_13,4,cancelled,1072.08,2024,12,20
Clothing,HCM,CUST0855,2024-10-27,ORD004424,154.28,Product_72,5,completed,771.4,2024,10,27
Electronics,Cantho,CUST0596,2024-11-08,ORD004425,735.72,Product_12,5,completed,3678.6000000000004,2024,11,8
Food,Haiphong,CUST0910,2024-05-31,ORD004426,364.42,Product_93,1,completed,364.42,2024,5,31
Toys,Danang,CUST0716,2024-06-25,ORD004427,340.24,Product_66,1,cancelled,340.24,2024,6,25
Electronics,Danang,CUST0232,2024-09-06,ORD004428,293.76,Product_45,7,cancelled,2056.3199999999997,2024,9,6
Electronics,HCM,CUST0785,2024-03-21,ORD004429,424.52,Product_12,4,pending,1698.08,2024,3,21
Clothing,Cantho,CUST0753,2024-03-23,ORD004430,251.03,Product_57,10,completed,2510.3,2024,3,23
Electronics,Cantho,CUST0922,2024-05-11,ORD004431,594.13,Product_85,2,pending,1188.26,2024,5,11
Toys,HCM,CUST0780,2024-03-17,ORD004432,452.74,Product_20,10,pending,4527.4,2024,3,17
Toys,Danang,CUST0623,2024-07-02,ORD004433,507.87,Product_68,4,cancelled,2031.48,2024,7,2
Toys,Cantho,CUST0044,2024-09-14,ORD004434,643.6,Product_63,5,completed,3218.0,2024,9,14
Books,Danang,CUST0790,2024-07-28,ORD004435,265.9,Product_67,5,pending,1329.5,2024,7,28
Electronics,Cantho,CUST0644,2024-03-01,ORD004436,993.38,Product_60,1,cancelled,993.38,2024,3,1
Toys,Danang,CUST0938,2024-07-30,ORD004437,824.3,Product_33,10,completed,8243.0,2024,7,30
Toys,Danang,CUST0136,2024-09-07,ORD004438,669.43,Product_95,4,cancelled,2677.72,2024,9,7
Electronics,HCM,CUST0408,2024-01-18,ORD004439,294.48,Product_35,7,pending,2061.36,2024,1,18
Books,HCM,CUST0906,2024-10-20,ORD004440,180.66,Product_84,4,cancelled,722.64,2024,10,20
Toys,Cantho,CUST0737,2024-03-20,ORD004441,995.63,Product_64,10,cancelled,9956.3,2024,3,20
Books,HCM,CUST0201,2024-02-09,ORD004442,76.68,Product_57,2,completed,153.36,2024,2,9
Food,Cantho,CUST0852,2024-12-17,ORD004443,516.07,Product_16,6,cancelled,3096.42,2024,12,17
Books,Danang,CUST0566,2024-10-04,ORD004444,413.96,Product_79,7,completed,2897.72,2024,10,4
Books,Hanoi,CUST0243,2024-11-28,ORD004445,858.34,Product_88,2,cancelled,1716.68,2024,11,28
