category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Food,Hanoi,CUST0991,2024-12-05,ORD002500,747.86,Product_100,3,completed,2243.58,2024,12,5
Toys,Haiphong,CUST0681,2024-02-23,ORD002501,881.0,Product_70,5,completed,4405.0,2024,2,23
Books,Hanoi,CUST0746,2024-12-23,ORD002502,256.78,Product_62,1,completed,256.78,2024,12,23
Food,Danang,CUST0937,2024-04-02,ORD002503,212.0,Product_62,2,completed,424.0,2024,4,2
Toys,Hanoi,CUST0667,2024-01-14,ORD002504,68.43,Product_36,6,pending,410.58000000000004,2024,1,14
Clothing,Haiphong,CUST0601,2024-03-27,ORD002505,565.21,Product_99,1,cancelled,565.21,2024,3,27
Electronics,Cantho,CUST0946,2024-04-09,ORD002506,632.3,Product_84,3,cancelled,1896.8999999999999,2024,4,9
Clothing,HCM,CUST0626,2024-11-10,ORD002507,171.64,Product_65,3,pending,514.92,2024,11,10
Electronics,Cantho,CUST0717,2024-03-08,ORD002508,559.42,Product_89,1,pending,559.42,2024,3,8
Clothing,Danang,CUST0410,2024-11-29,ORD002509,260.17,Product_18,3,cancelled,780.51,2024,11,29
Books,Danang,CUST0722,2024-12-23,ORD002510,936.18,Product_45,3,completed,2808.54,2024,12,23
Toys,HCM,CUST0933,2024-11-17,ORD002511,322.06,Product_89,8,completed,2576.48,2024,11,17
Books,HCM,CUST0680,2024-08-31,ORD002512,931.48,Product_82,1,cancelled,931.48,2024,8,31
Books,Haiphong,CUST0572,2024-02-04,ORD002513,224.6,Product_57,8,cancelled,1796.8,2024,2,4
Food,HCM,CUST0396,2024-02-13,ORD002514,975.41,Product_4,5,cancelled,4877.05,2024,2,13
Books,Danang,CUST0015,2024-05-25,ORD002515,888.8,Product_17,6,cancelled,5332.799999999999,2024,5,25
Clothing,Haiphong,CUST0352,2024-02-11,ORD002516,270.8,Product_53,5,cancelled,1354.0,2024,2,11
Toys,HCM,CUST0241,2024-02-25,ORD002517,428.22,Product_11,5,cancelled,2141.1000000000004,2024,2,25
Electronics,Hanoi,CUST0679,2024-05-15,ORD002518,348.56,Product_64,1,completed,348.56,2024,5,15
Food,Hanoi,CUST0093,2024-09-29,ORD002519,448.95,Product_63,4,cancelled,1795.8,2024,9,29
Clothing,Danang,CUST0304,2024-06-10,ORD002520,301.46,Product_2,1,pending,301.46,2024,6,10
Clothing,Danang,CUST0630,2024-10-16,ORD002521,551.2,Product_92,10,pending,5512.0,2024,10,16
Electronics,Danang,CUST0092,2024-12-17,ORD002522,236.54,Product_81,5,cancelled,1182.7,2024,12,17
Books,Danang,CUST0556,2024-05-03,ORD002523,492.53,Product_62,2,cancelled,985.06,2024,5,3
Clothing,HCM,CUST0425,2024-03-10,ORD002524,85.75,Product_93,5,cancelled,428.75,2024,3,10
Electronics,HCM,CUST0698,2024-05-22,ORD002525,884.26,Product_53,6,pending,5305.5599999999995,2024,5,22
Toys,Hanoi,CUST0522,2024-05-13,ORD002526,650.82,Product_34,8,pending,5206.56,2024,5,13
Clothing,Cantho,CUST0806,2024-07-04,ORD002527,867.73,Product_59,6,cancelled,5206.38,2024,7,4
Books,Cantho,CUST0123,2024-05-06,ORD002528,988.55,Product_34,4,pending,3954.2,2024,5,6
Electronics,Danang,CUST0940,2024-04-21,ORD002529,27.88,Product_53,4,pending,111.52,2024,4,21
Clothing,Danang,CUST0066,2024-12-18,ORD002530,268.65,Product_62,2,pending,537.3,2024,12,18
Electronics,Danang,CUST0192,2024-02-06,ORD002531,524.38,Product_33,9,completed,4719.42,2024,2,6
Electronics,Danang,CUST0396,2024-04-24,ORD002532,45.51,Product_15,8,cancelled,364.08,2024,4,24
Toys,Cantho,CUST0107,2024-06-19,ORD002533,129.94,Product_2,6,completed,779.64,2024,6,19
Books,HCM,CUST0391,2024-05-09,ORD002534,81.18,Product_35,1,cancelled,81.18,2024,5,9
Food,HCM,CUST0606,2024-05-04,ORD002535,506.15,Product_12,8,cancelled,4049.2,2024,5,4
Electronics,HCM,CUST0515,2024-09-22,ORD002536,873.95,Product_2,5,completed,4369.75,2024,9,22
Electronics,Hanoi,CUST0340,2024-04-16,ORD002537,557.28,Product_61,10,completed,5572.799999999999,2024,4,16
Food,Cantho,CUST0340,2024-10-04,ORD002538,148.09,Product_88,5,pending,740.45,2024,10,4
Books,Cantho,CUST0776,2024-07-06,ORD002539,105.01,Product_96,1,pending,105.01,2024,7,6
Books,Danang,CUST0718,2024-01-25,ORD002540,237.16,Product_31,8,completed,1897.28,2024,1,25
Toys,Haiphong,CUST0859,2024-10-09,ORD002541,81.7,Product_75,10,completed,817.0,2024,10,9
Clothing,Danang,CUST0365,2024-10-30,ORD002542,256.48,Product_45,4,pending,1025.92,2024,10,30
Food,Haiphong,CUST0155,2024-01-25,ORD002543,693.66,Product_58,7,completed,4855.62,2024,1,25
Electronics,Cantho,CUST0018,2024-09-15,ORD002544,516.22,Product_20,3,completed,1548.66,2024,9,15
Clothing,HCM,CUST0777,2024-07-02,ORD002545,644.11,Product_99,9,completed,5796.99,2024,7,2
Clothing,Cantho,CUST0860,2024-02-06,ORD002546,605.36,Product_25,1,cancelled,605.36,2024,2,6
Food,Cantho,CUST0262,2024-12-26,ORD002547,242.47,Product_68,7,cancelled,1697.29,2024,12,26
Electronics,Haiphong,CUST0832,2024-08-05,ORD002548,197.17,Product_24,2,cancelled,394.34,2024,8,5
Books,Danang,CUST0670,2024-02-16,ORD002549,560.19,Product_50,10,pending,5601.900000000001,2024,2,16
Books,Cantho,CUST0043,2024-11-23,ORD002550,140.29,Product_91,5,cancelled,701.4499999999999,2024,11,23
Electronics,Haiphong,CUST0195,2024-12-07,ORD002551,972.99,Product_31,2,pending,1945.98,2024,12,7
Books,Cantho,CUST0319,2024-04-11,ORD002552,484.26,Product_88,3,completed,1452.78,2024,4,11
Clothing,Haiphong,CUST0003,2024-05-20,ORD002553,784.59,Product_19,5,completed,3922.9500000000003,2024,5,20
Clothing,Hanoi,CUST0946,2024-12-06,ORD002554,585.91,Product_94,1,cancelled,585.91,2024,12,6
Clothing,HCM,CUST0247,2024-12-29,ORD002555,63.31,Product_27,3,pending,189.93,2024,12,29
Toys,Hanoi,CUST0559,2024-03-02,ORD002556,969.39,Product_52,7,completed,6785.73,2024,3,2
Food,Haiphong,CUST0780,2024-11-08,ORD002557,901.7,Product_45,8,completed,7213.6,2024,11,8
Toys,HCM,CUST0557,2024-05-26,ORD002558,215.99,Product_26,9,completed,1943.91,2024,5,26
Toys,Danang,CUST0169,2024-02-01,ORD002559,821.21,Product_98,8,cancelled,6569.68,2024,2,1
Food,Haiphong,CUST0834,2024-03-29,ORD002560,633.24,Product_6,10,pending,6332.4,2024,3,29
Toys,HCM,CUST0992,2024-10-24,ORD002561,756.54,Product_70,4,cancelled,3026.16,2024,10,24
Electronics,Cantho,CUST0868,2024-12-20,ORD002562,531.84,Product_84,10,cancelled,5318.400000000001,2024,12,20
Clothing,Haiphong,CUST0684,2024-09-01,ORD002563,127.73,Product_100,10,pending,1277.3,2024,9,1
Food,HCM,CUST0496,2024-10-30,ORD002564,609.9,Product_36,2,completed,1219.8,2024,10,30
Books,Cantho,CUST0215,2024-09-07,ORD002565,557.66,Product_47,10,cancelled,5576.599999999999,2024,9,7
Food,Cantho,CUST0844,2024-07-14,ORD002566,258.35,Product_13,3,completed,775.0500000000001,2024,7,14
Electronics,Cantho,CUST0206,2024-05-01,ORD002567,587.75,Product_11,7,cancelled,4114.25,2024,5,1
Books,HCM,CUST0573,2024-12-23,ORD002568,555.97,Product_61,8,pending,4447.76,2024,12,23
Clothing,Haiphong,CUST0728,2024-03-08,ORD002569,317.58,Product_65,8,cancelled,2540.64,2024,3,8
Toys,Haiphong,CUST0276,2024-05-04,ORD002570,264.15,Product_30,3,pending,792.4499999999999,2024,5,4
Clothing,Cantho,CUST0732,2024-02-23,ORD002571,923.83,Product_79,7,cancelled,6466.81,2024,2,23
Electronics,Danang,CUST0093,2024-12-25,ORD002572,233.94,Product_41,9,pending,2105.46,2024,12,25
Food,Danang,CUST0003,2024-01-23,ORD002573,946.65,Product_35,1,pending,946.65,2024,1,23
Electronics,HCM,CUST0451,2024-06-13,ORD002574,873.4,Product_75,4,cancelled,3493.6,2024,6,13
Food,Danang,CUST0125,2024-05-06,ORD002575,888.95,Product_31,1,completed,888.95,2024,5,6
Toys,Cantho,CUST0950,2024-04-23,ORD002576,742.34,Product_31,4,pending,2969.36,2024,4,23
Electronics,Cantho,CUST0728,2024-03-09,ORD002577,752.48,Product_79,10,completed,7524.8,2024,3,9
Electronics,Cantho,CUST0153,2024-05-23,ORD002578,663.09,Product_63,1,pending,663.09,2024,5,23
Books,HCM,CUST0485,2024-05-10,ORD002579,458.04,Product_29,2,pending,916.08,2024,5,10
Electronics,Cantho,CUST0615,2024-01-15,ORD002580,939.7,Product_42,2,cancelled,1879.4,2024,1,15
Food,Hanoi,CUST0907,2024-01-01,ORD002581,379.05,Product_75,7,cancelled,2653.35,2024,1,1
Food,Danang,CUST0909,2024-03-07,ORD002582,770.7,Product_33,9,cancelled,6936.3,2024,3,7
Toys,Danang,CUST0963,2024-05-12,ORD002583,181.91,Product_66,6,pending,1091.46,2024,5,12
Clothing,Danang,CUST0581,2024-11-12,ORD002584,755.08,Product_11,8,pending,6040.64,2024,11,12
Food,Haiphong,CUST0007,2024-11-04,ORD002585,732.86,Product_51,6,cancelled,4397.16,2024,11,4
Food,Haiphong,CUST0006,2024-10-11,ORD002586,637.11,Product_15,5,pending,3185.55,2024,10,11
Toys,Hanoi,CUST0431,2024-05-28,ORD002587,34.77,Product_32,5,cancelled,173.85000000000002,2024,5,28
Toys,Hanoi,CUST0830,2024-03-31,ORD002588,466.74,Product_44,5,pending,2333.7,2024,3,31
Electronics,Haiphong,CUST0962,2024-08-18,ORD002589,496.25,Product_48,9,cancelled,4466.25,2024,8,18
Books,Haiphong,CUST0203,2024-09-17,ORD002590,263.15,Product_100,8,cancelled,2105.2,2024,9,17
Food,HCM,CUST0461,2024-10-26,ORD002591,748.19,Product_92,7,pending,5237.33,2024,10,26
Electronics,HCM,CUST0270,2024-09-24,ORD002592,444.17,Product_37,4,cancelled,1776.68,2024,9,24
Books,Hanoi,CUST0597,2024-08-20,ORD002593,567.95,Product_64,4,cancelled,2271.8,2024,8,20
Books,Hanoi,CUST0424,2024-09-27,ORD002594,565.41,Product_52,6,completed,3392.46,2024,9,27
Books,Danang,CUST0386,2024-05-13,ORD002595,980.95,Product_79,6,cancelled,5885.700000000001,2024,5,13
Food,Danang,CUST0252,2024-02-24,ORD002596,73.27,Product_18,4,completed,293.08,2024,2,24
Food,Cantho,CUST0450,2024-03-13,ORD002597,643.2,Product_53,2,pending,1286.4,2024,3,13
Electronics,Danang,CUST0530,2024-07-26,ORD002598,485.4,Product_9,5,cancelled,2427.0,2024,7,26
Books,Cantho,CUST0830,2024-08-17,ORD002599,453.39,Product_16,8,cancelled,3627.12,2024,8,17
Clothing,HCM,CUST0854,2024-12-22,ORD002600,590.93,Product_76,9,cancelled,5318.37,2024,12,22
Electronics,Haiphong,CUST0286,2024-11-16,ORD002601,311.1,Product_6,4,cancelled,1244.4,2024,11,16
Food,Danang,CUST0184,2024-10-18,ORD002602,707.33,Product_40,2,pending,1414.66,2024,10,18
Electronics,Danang,CUST0217,2024-02-24,ORD002603,420.21,Product_76,4,cancelled,1680.84,2024,2,24
Toys,Cantho,CUST0534,2024-02-10,ORD002604,54.39,Product_14,5,completed,271.95,2024,2,10
Toys,Danang,CUST0356,2024-04-17,ORD002605,654.91,Product_20,9,cancelled,5894.19,2024,4,17
Clothing,Haiphong,CUST0548,2024-01-21,ORD002606,750.52,Product_38,5,cancelled,3752.6,2024,1,21
Electronics,Hanoi,CUST0017,2024-09-03,ORD002607,388.65,Product_82,9,cancelled,3497.85,2024,9,3
Toys,Danang,CUST0453,2024-07-24,ORD002608,263.27,Product_75,4,pending,1053.08,2024,7,24
Books,Haiphong,CUST0710,2024-11-12,ORD002609,805.55,Product_10,3,cancelled,2416.6499999999996,2024,11,12
Clothing,Haiphong,CUST0356,2024-03-16,ORD002610,703.5,Product_68,10,completed,7035.0,2024,3,16
Clothing,Haiphong,CUST0058,2024-07-19,ORD002611,842.25,Product_100,9,pending,7580.25,2024,7,19
Food,Hanoi,CUST0480,2024-03-29,ORD002612,449.73,Product_58,2,cancelled,899.46,2024,3,29
Toys,HCM,CUST0662,2024-10-20,ORD002613,236.64,Product_25,7,pending,1656.48,2024,10,20
Electronics,HCM,CUST0781,2024-11-19,ORD002614,221.52,Product_40,6,pending,1329.1200000000001,2024,11,19
Electronics,Haiphong,CUST0682,2024-08-19,ORD002615,253.31,Product_49,8,pending,2026.48,2024,8,19
Books,Hanoi,CUST0531,2024-10-29,ORD002616,735.77,Product_32,3,completed,2207.31,2024,10,29
Books,Hanoi,CUST0687,2024-12-22,ORD002617,399.84,Product_91,10,cancelled,3998.3999999999996,2024,12,22
Books,HCM,CUST0813,2024-05-02,ORD002618,713.77,Product_80,9,completed,6423.93,2024,5,2
